ORDERNUMBER,ORDERLINENUMBER,ORDERDATE,STATUS,QUANTITYORDERED,PRICEEACH,ClientsID,PRODUCTCODE
10147,1,2018-09-05,Shipped,25,42.67,CUS10038,S24_2972
10147,2,2018-09-05,Shipped,23,126.39,CUS10038,S24_3856
10147,3,2018-09-05,Shipped,26,82.39,CUS10038,S18_1889
10147,4,2018-09-05,Shipped,33,97.89,CUS10038,S12_4675
10147,5,2018-09-05,Shipped,31,112.74,CUS10038,S12_3380
10147,6,2018-09-05,Shipped,30,68.58,CUS10038,S24_3371
10147,7,2018-09-05,Shipped,48,192.62,CUS10038,S12_1099
10147,8,2018-09-05,Shipped,21,63.84,CUS10038,S12_3990
10147,9,2018-09-05,Shipped,37,119.06,CUS10038,S18_3482
10147,10,2018-09-05,Shipped,36,86.04,CUS10038,S18_3278
10147,11,2018-09-05,Shipped,31,64.67,CUS10038,S24_4620
10148,1,2018-09-11,Shipped,34,105.83,CUS10039,S18_4409
10148,2,2018-09-11,Shipped,29,81.25,CUS10039,S18_4933
10148,3,2018-09-11,Shipped,34,129.18,CUS10039,S24_2887
10148,4,2018-09-11,Shipped,21,73.6,CUS10039,S24_2766
10148,5,2018-09-11,Shipped,31,73.62,CUS10039,S24_3191
10148,6,2018-09-11,Shipped,25,60.26,CUS10039,S24_1046
10148,7,2018-09-11,Shipped,27,128.5,CUS10039,S24_3432
10148,8,2018-09-11,Shipped,47,56.85,CUS10039,S24_1628
10148,9,2018-09-11,Shipped,47,124.44,CUS10039,S18_1589
10148,10,2018-09-11,Shipped,27,130.68,CUS10039,S18_2870
10148,11,2018-09-11,Shipped,28,129.98,CUS10039,S18_3685
10148,12,2018-09-11,Shipped,25,169.28,CUS10039,S18_1984
10148,13,2018-09-11,Shipped,23,117.48,CUS10039,S18_1129
10148,14,2018-09-11,Shipped,32,169.34,CUS10039,S18_3232
10149,1,2018-09-12,Shipped,20,90.57,CUS10040,S24_4258
10149,2,2018-09-12,Shipped,42,94.25,CUS10040,S18_3320
10149,3,2018-09-12,Shipped,30,58.22,CUS10040,S18_1367
10149,4,2018-09-12,Shipped,50,118.15,CUS10040,S18_1342
10149,5,2018-09-12,Shipped,23,183.94,CUS10040,S18_2795
10149,6,2018-09-12,Shipped,49,49.28,CUS10040,S24_2022
10149,7,2018-09-12,Shipped,36,33.19,CUS10040,S24_1937
10149,8,2018-09-12,Shipped,33,150.01,CUS10040,S18_2325
10149,9,2018-09-12,Shipped,26,38.98,CUS10040,S24_3969
10149,10,2018-09-12,Shipped,24,62.36,CUS10040,S18_2248
10149,11,2018-09-12,Shipped,34,158.1,CUS10040,S18_1749
10150,1,2018-09-19,Shipped,20,159.56,CUS10018,S10_4962
10150,2,2018-09-19,Shipped,49,131.98,CUS10018,S18_4600
10150,3,2018-09-19,Shipped,20,105.2,CUS10018,S700_2824
10150,4,2018-09-19,Shipped,49,58.18,CUS10018,S32_3522
10150,5,2018-09-19,Shipped,30,136.67,CUS10018,S12_1666
10150,6,2018-09-19,Shipped,30,42.76,CUS10018,S18_4668
10150,7,2018-09-19,Shipped,34,136.5,CUS10018,S18_1097
10150,8,2018-09-19,Shipped,45,244.3,CUS10018,S10_1949
10150,9,2018-09-19,Shipped,47,91.18,CUS10018,S18_2949
10150,10,2018-09-19,Shipped,26,107.86,CUS10018,S18_3136
10150,11,2018-09-19,Shipped,30,49.97,CUS10018,S18_2957
10151,1,2018-09-21,Shipped,26,123.85,CUS10041,S50_1392
10151,2,2018-09-21,Shipped,43,165.37,CUS10041,S18_2238
10151,3,2018-09-21,Shipped,24,138.65,CUS10041,S12_4473
10151,4,2018-09-21,Shipped,30,40.31,CUS10041,S24_2840
10151,5,2018-09-21,Shipped,41,63.85,CUS10041,S32_2509
10151,6,2018-09-21,Shipped,49,110.46,CUS10041,S18_2319
10151,7,2018-09-21,Shipped,21,177.81,CUS10041,S18_3232
10151,8,2018-09-21,Shipped,42,121.4,CUS10041,S24_2300
10151,9,2018-09-21,Shipped,39,69.28,CUS10041,S18_2432
10151,10,2018-09-21,Shipped,27,113.65,CUS10041,S32_1268
10152,1,2018-09-25,Shipped,35,129.26,CUS10042,S18_4027
10152,2,2018-09-25,Shipped,33,50.95,CUS10042,S32_3207
10152,3,2018-09-25,Shipped,23,121.83,CUS10042,S24_4048
10152,4,2018-09-25,Shipped,25,65.31,CUS10042,S24_1444
10153,1,2018-09-28,Shipped,43,64.67,CUS1006,S700_1138
10153,2,2018-09-28,Shipped,50,88.15,CUS1006,S700_3505
10153,3,2018-09-28,Shipped,20,110.23,CUS1006,S700_3962
10153,4,2018-09-28,Shipped,50,60.06,CUS1006,S72_3212
10153,5,2018-09-28,Shipped,40,136.41,CUS1006,S24_2011
10153,6,2018-09-28,Shipped,22,83.38,CUS1006,S18_4522
10153,7,2018-09-28,Shipped,31,117.47,CUS1006,S18_3140
10153,8,2018-09-28,Shipped,31,87.48,CUS1006,S700_1938
10153,9,2018-09-28,Shipped,29,88.74,CUS1006,S18_3259
10153,10,2018-09-28,Shipped,49,143.61,CUS1006,S12_3891
10153,11,2018-09-28,Shipped,20,245.2,CUS1006,S12_1108
10153,12,2018-09-28,Shipped,42,128.42,CUS1006,S12_3148
10153,13,2018-09-28,Shipped,31,57.41,CUS1006,S50_1514
10154,1,2018-10-02,Shipped,36,64.33,CUS10043,S700_2610
10154,2,2018-10-02,Shipped,31,91.17,CUS10043,S24_3151
10155,1,2018-10-06,Shipped,43,86.4,CUS10044,S700_3167
10155,2,2018-10-06,Shipped,20,117.67,CUS10044,S700_2466
10155,3,2018-10-06,Shipped,44,85.87,CUS10044,S700_4002
10155,4,2018-10-06,Shipped,44,77.11,CUS10044,S24_3949
10155,5,2018-10-06,Shipped,38,171.88,CUS10044,S18_1662
10155,6,2018-10-06,Shipped,23,72.62,CUS10044,S24_2841
10155,7,2018-10-06,Shipped,34,55.89,CUS10044,S24_3420
10155,8,2018-10-06,Shipped,34,49.16,CUS10044,S72_1253
10155,9,2018-10-06,Shipped,32,91.43,CUS10044,S700_2047
10155,10,2018-10-06,Shipped,29,124.93,CUS10044,S18_3856
10155,11,2018-10-06,Shipped,44,79.14,CUS10044,S18_3029
10155,12,2018-10-06,Shipped,37,67.93,CUS10044,S24_3816
10155,13,2018-10-06,Shipped,32,141.44,CUS10044,S10_4757
10156,1,2018-10-08,Shipped,20,41.02,CUS1006,S50_1341
10156,2,2018-10-08,Shipped,48,103.21,CUS1006,S700_1691
10158,1,2018-10-10,Shipped,22,67.03,CUS1005,S24_2000
10161,1,2018-10-17,Shipped,25,80.54,CUS10045,S18_4933
10161,2,2018-10-17,Shipped,25,110.39,CUS10045,S24_2887
10161,3,2018-10-17,Shipped,20,107.23,CUS10045,S24_2766
10161,4,2018-10-17,Shipped,20,77.05,CUS10045,S24_3191
10161,5,2018-10-17,Shipped,37,72.76,CUS10045,S24_1046
10161,6,2018-10-17,Shipped,30,104.94,CUS10045,S24_3432
10161,7,2018-10-17,Shipped,23,53.33,CUS10045,S24_1628
10161,8,2018-10-17,Shipped,43,143.11,CUS10045,S18_1589
10161,9,2018-10-17,Shipped,23,138.6,CUS10045,S18_2870
10161,10,2018-10-17,Shipped,36,154,CUS10045,S18_3685
10161,11,2018-10-17,Shipped,48,128.03,CUS10045,S18_1984
10161,12,2018-10-17,Shipped,28,134.46,CUS10045,S18_1129
10163,1,2018-10-20,Shipped,21,231.44,CUS10016,S10_1949
10163,2,2018-10-20,Shipped,31,107.39,CUS10016,S18_2949
10163,3,2018-10-20,Shipped,40,122.52,CUS10016,S18_3136
10163,4,2018-10-20,Shipped,48,69.96,CUS10016,S18_2957
10163,5,2018-10-20,Shipped,42,91.55,CUS10016,S24_4258
10163,6,2018-10-20,Shipped,43,116.08,CUS10016,S18_3320
10164,1,2018-10-21,Resolved,24,109.79,CUS10046,S32_1268
10164,2,2018-10-21,Resolved,21,168.42,CUS10046,S10_4962
10164,3,2018-10-21,Resolved,45,111.39,CUS10046,S18_4600
10164,4,2018-10-21,Resolved,39,81.93,CUS10046,S700_2824
10164,5,2018-10-21,Resolved,49,54.94,CUS10046,S32_3522
10164,6,2018-10-21,Resolved,49,133.94,CUS10046,S12_1666
10164,7,2018-10-21,Resolved,25,53.83,CUS10046,S18_4668
10164,8,2018-10-21,Resolved,36,99.17,CUS10046,S18_1097
10165,1,2018-10-22,Shipped,50,106.89,CUS10018,S18_3259
10165,2,2018-10-22,Shipped,27,205.89,CUS10018,S12_3891
10165,3,2018-10-22,Shipped,44,195.33,CUS10018,S12_1108
10165,4,2018-10-22,Shipped,34,143.53,CUS10018,S12_3148
10165,5,2018-10-22,Shipped,38,66.78,CUS10018,S50_1514
10165,6,2018-10-22,Shipped,28,119.2,CUS10018,S18_4027
10165,7,2018-10-22,Shipped,44,53.44,CUS10018,S32_3207
10165,8,2018-10-22,Shipped,24,99.36,CUS10018,S24_4048
10165,9,2018-10-22,Shipped,25,69.36,CUS10018,S24_1444
10165,10,2018-10-22,Shipped,48,94.92,CUS10018,S50_1392
10165,11,2018-10-22,Shipped,29,173.55,CUS10018,S18_2238
10165,12,2018-10-22,Shipped,48,142.2,CUS10018,S12_4473
10165,13,2018-10-22,Shipped,27,31.82,CUS10018,S24_2840
10165,14,2018-10-22,Shipped,48,45.99,CUS10018,S32_2509
10165,15,2018-10-22,Shipped,46,130.09,CUS10018,S18_2319
10165,16,2018-10-22,Shipped,47,186.27,CUS10018,S18_3232
10165,17,2018-10-22,Shipped,32,145.68,CUS10018,S24_2300
10165,18,2018-10-22,Shipped,31,71.1,CUS10018,S18_2432
10166,1,2018-10-21,Shipped,26,73.73,CUS10047,S18_4522
10166,2,2018-10-21,Shipped,43,161.18,CUS10047,S18_3140
10166,3,2018-10-21,Shipped,29,103.93,CUS10047,S700_1938
10167,1,2018-10-23,Cancelled,43,134.04,CUS10048,S18_1662
10167,2,2018-10-23,Cancelled,21,69.88,CUS10048,S24_2841
10167,3,2018-10-23,Cancelled,32,63.12,CUS10048,S24_3420
10167,4,2018-10-23,Cancelled,40,41.71,CUS10048,S72_1253
10167,5,2018-10-23,Cancelled,29,101.38,CUS10048,S700_2047
10167,6,2018-10-23,Cancelled,34,105.87,CUS10048,S18_3856
10167,7,2018-10-23,Cancelled,46,73.12,CUS10048,S18_3029
10167,8,2018-10-23,Cancelled,29,83.86,CUS10048,S24_3816
10167,9,2018-10-23,Cancelled,44,134.64,CUS10048,S10_4757
10167,10,2018-10-23,Cancelled,46,70.11,CUS10048,S700_2610
10167,11,2018-10-23,Cancelled,20,79.66,CUS10048,S24_3151
10167,12,2018-10-23,Cancelled,43,75.34,CUS10048,S700_1138
10167,13,2018-10-23,Cancelled,24,117.2,CUS10048,S700_3505
10167,14,2018-10-23,Cancelled,28,107.25,CUS10048,S700_3962
10167,15,2018-10-23,Cancelled,38,48.59,CUS10048,S72_3212
10167,16,2018-10-23,Cancelled,33,115.52,CUS10048,S24_2011
10168,1,2018-10-28,Shipped,36,96.66,CUS10034,S10_1678
10168,2,2018-10-28,Shipped,50,114.95,CUS10034,S24_1578
10168,3,2018-10-28,Shipped,20,209.15,CUS10034,S10_4698
10168,4,2018-10-28,Shipped,27,135.59,CUS10034,S10_2016
10168,5,2018-10-28,Shipped,46,61.18,CUS10034,S18_2625
10168,6,2018-10-28,Shipped,29,75.41,CUS10034,S24_2000
10168,7,2018-10-28,Shipped,28,115.87,CUS10034,S32_1374
10168,8,2018-10-28,Shipped,36,125.77,CUS10034,S700_2834
10168,9,2018-10-28,Shipped,21,70.96,CUS10034,S18_2581
10168,10,2018-10-28,Shipped,48,78.25,CUS10034,S24_4278
10168,11,2018-10-28,Shipped,49,131.3,CUS10034,S24_1785
10168,12,2018-10-28,Shipped,31,73.61,CUS10034,S32_4289
10168,13,2018-10-28,Shipped,48,51.93,CUS10034,S50_1341
10168,14,2018-10-28,Shipped,28,98.65,CUS10034,S700_1691
10168,15,2018-10-28,Shipped,48,96,CUS10034,S700_3167
10168,16,2018-10-28,Shipped,31,110.69,CUS10034,S700_2466
10168,17,2018-10-28,Shipped,39,82.91,CUS10034,S700_4002
10168,18,2018-10-28,Shipped,27,73.02,CUS10034,S24_3949
10169,1,2018-11-04,Shipped,34,50.21,CUS10039,S24_3371
10169,2,2018-11-04,Shipped,30,167.33,CUS10039,S12_1099
10169,3,2018-11-04,Shipped,36,63.84,CUS10039,S12_3990
10169,4,2018-11-04,Shipped,36,123.47,CUS10039,S18_3482
10169,5,2018-11-04,Shipped,32,70.76,CUS10039,S18_3278
10169,6,2018-11-04,Shipped,24,94.58,CUS10039,S24_4620
10169,7,2018-11-04,Shipped,33,148.8,CUS10039,S18_4721
10169,8,2018-11-04,Shipped,38,68.39,CUS10039,S18_3782
10169,9,2018-11-04,Shipped,26,39.83,CUS10039,S32_2206
10169,10,2018-11-04,Shipped,48,80.55,CUS10039,S50_4713
10169,11,2018-11-04,Shipped,38,74.11,CUS10039,S24_2360
10169,12,2018-11-04,Shipped,34,115.32,CUS10039,S32_4485
10169,13,2018-11-04,Shipped,35,132.55,CUS10039,S12_2823
10170,1,2018-11-04,Shipped,34,112.34,CUS10046,S24_3856
10170,2,2018-11-04,Shipped,20,63.14,CUS10046,S18_1889
10170,3,2018-11-04,Shipped,41,107.1,CUS10046,S12_4675
10170,4,2018-11-04,Shipped,47,116.27,CUS10046,S12_3380
10171,1,2018-11-05,Shipped,35,133.72,CUS10049,S18_1984
10171,2,2018-11-05,Shipped,35,128.8,CUS10049,S18_1129
10171,3,2018-11-05,Shipped,39,140.55,CUS10049,S18_3232
10171,4,2018-11-05,Shipped,36,35.49,CUS10049,S24_2972
10172,6,2018-11-05,Shipped,42,118.22,CUS10050,S18_1589
10172,7,2018-11-05,Shipped,39,154.44,CUS10050,S18_2870
10172,8,2018-11-05,Shipped,48,114.44,CUS10050,S18_3685
10172,3,2018-11-05,Shipped,32,75.69,CUS10050,S24_1046
10172,5,2018-11-05,Shipped,34,42.76,CUS10050,S24_1628
10172,1,2018-11-05,Shipped,22,74.51,CUS10050,S24_2766
10172,2,2018-11-05,Shipped,24,81.33,CUS10050,S24_3191
10172,4,2018-11-05,Shipped,22,98.51,CUS10050,S24_3432
10173,1,2018-11-05,Shipped,31,89.01,CUS1008,S18_3136
10173,2,2018-11-05,Shipped,28,53.72,CUS1008,S18_2957
10173,3,2018-11-05,Shipped,22,116.87,CUS1008,S24_4258
10173,4,2018-11-05,Shipped,29,95.24,CUS1008,S18_3320
10173,5,2018-11-05,Shipped,48,44.21,CUS1008,S18_1367
10173,6,2018-11-05,Shipped,43,117.12,CUS1008,S18_1342
10173,7,2018-11-05,Shipped,22,156.94,CUS1008,S18_2795
10173,8,2018-11-05,Shipped,27,41.22,CUS1008,S24_2022
10173,9,2018-11-05,Shipped,31,31.53,CUS1008,S24_1937
10173,10,2018-11-05,Shipped,31,144.93,CUS1008,S18_2325
10173,11,2018-11-05,Shipped,35,33.23,CUS1008,S24_3969
10173,12,2018-11-05,Shipped,26,57.51,CUS1008,S18_2248
10173,13,2018-11-05,Shipped,24,146.2,CUS1008,S18_1749
10173,14,2018-11-05,Shipped,21,75.46,CUS1008,S18_4409
10173,15,2018-11-05,Shipped,39,71.98,CUS1008,S18_4933
10173,16,2018-11-05,Shipped,23,118.61,CUS1008,S24_2887
10174,1,2018-11-06,Shipped,43,158.54,CUS10042,S12_1666
10174,2,2018-11-06,Shipped,49,44.78,CUS10042,S18_4668
10174,3,2018-11-06,Shipped,48,93.34,CUS10042,S18_1097
10174,4,2018-11-06,Shipped,34,235.73,CUS10042,S10_1949
10174,5,2018-11-06,Shipped,46,121.57,CUS10042,S18_2949
10175,1,2018-11-06,Shipped,26,136.28,CUS10028,S12_4473
10175,2,2018-11-06,Shipped,37,31.12,CUS10028,S24_2840
10175,3,2018-11-06,Shipped,50,63.31,CUS10028,S32_2509
10175,4,2018-11-06,Shipped,48,122.73,CUS10028,S18_2319
10175,5,2018-11-06,Shipped,29,152.41,CUS10028,S18_3232
10175,6,2018-11-06,Shipped,28,106.07,CUS10028,S24_2300
10175,7,2018-11-06,Shipped,41,69.28,CUS10028,S18_2432
10175,8,2018-11-06,Shipped,22,110.76,CUS10028,S32_1268
10175,9,2018-11-06,Shipped,33,162.51,CUS10028,S10_4962
10175,10,2018-11-06,Shipped,47,108.97,CUS10028,S18_4600
10175,11,2018-11-06,Shipped,42,85.98,CUS10028,S700_2824
10175,12,2018-11-06,Shipped,29,74.98,CUS10028,S32_3522
10176,1,2018-11-06,Shipped,50,157.45,CUS10051,S12_3891
10176,2,2018-11-06,Shipped,33,226.5,CUS10051,S12_1108
10176,3,2018-11-06,Shipped,47,178.27,CUS10051,S12_3148
10176,4,2018-11-06,Shipped,38,64.44,CUS10051,S50_1514
10176,5,2018-11-06,Shipped,36,153.67,CUS10051,S18_4027
10176,6,2018-11-06,Shipped,22,64,CUS10051,S32_3207
10176,7,2018-11-06,Shipped,29,100.54,CUS10051,S24_4048
10176,8,2018-11-06,Shipped,27,68.78,CUS10051,S24_1444
10176,9,2018-11-06,Shipped,23,135.43,CUS10051,S50_1392
10176,10,2018-11-06,Shipped,20,183.38,CUS10051,S18_2238
10177,1,2018-11-07,Shipped,32,76.62,CUS10052,S700_2610
10177,2,2018-11-07,Shipped,45,72.58,CUS10052,S24_3151
10177,3,2018-11-07,Shipped,24,76,CUS10052,S700_1138
10177,4,2018-11-07,Shipped,44,92.16,CUS10052,S700_3505
10177,5,2018-11-07,Shipped,24,105.27,CUS10052,S700_3962
10177,6,2018-11-07,Shipped,40,50.23,CUS10052,S72_3212
10177,7,2018-11-07,Shipped,50,121.66,CUS10052,S24_2011
10177,8,2018-11-07,Shipped,35,74.6,CUS10052,S18_4522
10177,9,2018-11-07,Shipped,23,159.81,CUS10052,S18_3140
10177,10,2018-11-07,Shipped,31,88.34,CUS10052,S700_1938
10177,11,2018-11-07,Shipped,29,105.88,CUS10052,S18_3259
10178,1,2018-11-08,Shipped,22,87.75,CUS10032,S700_2466
10178,2,2018-11-08,Shipped,45,76.25,CUS10032,S700_4002
10178,3,2018-11-08,Shipped,30,72.33,CUS10032,S24_3949
10178,4,2018-11-08,Shipped,42,154.54,CUS10032,S18_1662
10178,5,2018-11-08,Shipped,34,80.84,CUS10032,S24_2841
10178,6,2018-11-08,Shipped,27,73.64,CUS10032,S24_3420
10178,7,2018-11-08,Shipped,45,51.15,CUS10032,S72_1253
10178,8,2018-11-08,Shipped,34,96.86,CUS10032,S700_2047
10178,9,2018-11-08,Shipped,48,112.22,CUS10032,S18_3856
10178,10,2018-11-08,Shipped,41,81.72,CUS10032,S18_3029
10178,11,2018-11-08,Shipped,21,72.12,CUS10032,S24_3816
10178,12,2018-11-08,Shipped,24,145.52,CUS10032,S10_4757
10180,1,2018-11-11,Shipped,28,71.14,CUS10053,S24_4620
10180,2,2018-11-11,Shipped,44,126.48,CUS10053,S18_4721
10180,3,2018-11-11,Shipped,21,50.36,CUS10053,S18_3782
10180,4,2018-11-11,Shipped,34,45.46,CUS10053,S32_2206
10180,5,2018-11-11,Shipped,21,93.56,CUS10053,S50_4713
10180,6,2018-11-11,Shipped,35,72.03,CUS10053,S24_2360
10180,7,2018-11-11,Shipped,22,114.3,CUS10053,S32_4485
10180,8,2018-11-11,Shipped,40,168.69,CUS10053,S12_2823
10180,9,2018-11-11,Shipped,29,86.13,CUS10053,S10_1678
10180,10,2018-11-11,Shipped,48,111.57,CUS10053,S24_1578
10180,11,2018-11-11,Shipped,41,216.9,CUS10053,S10_4698
10180,12,2018-11-11,Shipped,42,111.8,CUS10053,S10_2016
10180,13,2018-11-11,Shipped,25,64.2,CUS10053,S18_2625
10180,14,2018-11-11,Shipped,28,68.55,CUS10053,S24_2000
10181,1,2018-11-12,Shipped,34,53.83,CUS10054,S24_1628
10181,2,2018-11-12,Shipped,42,129.42,CUS10054,S18_1589
10181,3,2018-11-12,Shipped,27,143.88,CUS10054,S18_2870
10181,4,2018-11-12,Shipped,39,148.34,CUS10054,S18_3685
10181,5,2018-11-12,Shipped,21,156.48,CUS10054,S18_1984
10181,6,2018-11-12,Shipped,44,123.14,CUS10054,S18_1129
10181,7,2018-11-12,Shipped,45,140.55,CUS10054,S18_3232
10181,8,2018-11-12,Shipped,37,42.67,CUS10054,S24_2972
10181,9,2018-11-12,Shipped,25,154.47,CUS10054,S24_3856
10181,10,2018-11-12,Shipped,22,73.92,CUS10054,S18_1889
10181,11,2018-11-12,Shipped,36,124.37,CUS10054,S12_4675
10181,12,2018-11-12,Shipped,28,102.17,CUS10054,S12_3380
10181,13,2018-11-12,Shipped,23,65.52,CUS10054,S24_3371
10181,14,2018-11-12,Shipped,27,200.41,CUS10054,S12_1099
10181,15,2018-11-12,Shipped,20,81.4,CUS10054,S12_3990
10181,16,2018-11-12,Shipped,22,154.34,CUS10054,S18_3482
10181,17,2018-11-12,Shipped,30,82.82,CUS10054,S18_3278
10182,1,2018-11-12,Shipped,33,86.31,CUS10014,S18_3320
10182,2,2018-11-12,Shipped,32,54.45,CUS10014,S18_1367
10182,3,2018-11-12,Shipped,25,87.33,CUS10014,S18_1342
10182,4,2018-11-12,Shipped,21,145.13,CUS10014,S18_2795
10182,5,2018-11-12,Shipped,31,36.74,CUS10014,S24_2022
10182,6,2018-11-12,Shipped,39,36.84,CUS10014,S24_1937
10182,7,2018-11-12,Shipped,20,110.6,CUS10014,S18_2325
10182,8,2018-11-12,Shipped,23,42.26,CUS10014,S24_3969
10182,9,2018-11-12,Shipped,38,61.15,CUS10014,S18_2248
10182,10,2018-11-12,Shipped,44,171.7,CUS10014,S18_1749
10182,11,2018-11-12,Shipped,36,109.52,CUS10014,S18_4409
10182,12,2018-11-12,Shipped,44,69.84,CUS10014,S18_4933
10182,13,2018-11-12,Shipped,20,119.79,CUS10014,S24_2887
10182,14,2018-11-12,Shipped,36,73.6,CUS10014,S24_2766
10182,15,2018-11-12,Shipped,33,94.17,CUS10014,S24_3191
10182,16,2018-11-12,Shipped,47,74.22,CUS10014,S24_1046
10182,17,2018-11-12,Shipped,49,127.43,CUS10014,S24_3432
10183,1,2018-11-13,Shipped,28,122.62,CUS10055,S10_4962
10183,2,2018-11-13,Shipped,21,116.24,CUS10055,S18_4600
10183,3,2018-11-13,Shipped,23,86.99,CUS10055,S700_2824
10183,4,2018-11-13,Shipped,49,64.64,CUS10055,S32_3522
10183,5,2018-11-13,Shipped,41,150.34,CUS10055,S12_1666
10183,6,2018-11-13,Shipped,40,49.3,CUS10055,S18_4668
10183,7,2018-11-13,Shipped,21,96.84,CUS10055,S18_1097
10183,8,2018-11-13,Shipped,23,233.59,CUS10055,S10_1949
10183,9,2018-11-13,Shipped,37,89.15,CUS10055,S18_2949
10183,10,2018-11-13,Shipped,22,113.1,CUS10055,S18_3136
10183,11,2018-11-13,Shipped,39,68.08,CUS10055,S18_2957
10183,12,2018-11-13,Shipped,47,107.13,CUS10055,S24_4258
10184,1,2018-11-14,Shipped,48,50.95,CUS10056,S32_3207
10184,2,2018-11-14,Shipped,49,118.28,CUS10056,S24_4048
10184,3,2018-11-14,Shipped,31,60.11,CUS10056,S24_1444
10184,4,2018-11-14,Shipped,45,109.96,CUS10056,S50_1392
10184,5,2018-11-14,Shipped,46,160.46,CUS10056,S18_2238
10184,6,2018-11-14,Shipped,37,122.06,CUS10056,S12_4473
10184,7,2018-11-14,Shipped,42,31.82,CUS10056,S24_2840
10184,8,2018-11-14,Shipped,33,62.77,CUS10056,S32_2509
10184,9,2018-11-14,Shipped,46,130.09,CUS10056,S18_2319
10184,10,2018-11-14,Shipped,28,157.49,CUS10056,S18_3232
10184,11,2018-11-14,Shipped,24,145.68,CUS10056,S24_2300
10184,12,2018-11-14,Shipped,44,60.16,CUS10056,S18_2432
10184,13,2018-11-14,Shipped,46,100.16,CUS10056,S32_1268
10185,1,2018-11-14,Shipped,39,57.82,CUS10036,S700_2610
10185,2,2018-11-14,Shipped,33,74.35,CUS10036,S24_3151
10185,3,2018-11-14,Shipped,21,54,CUS10036,S700_1138
10185,4,2018-11-14,Shipped,37,105.18,CUS10036,S700_3505
10185,5,2018-11-14,Shipped,22,79.45,CUS10036,S700_3962
10185,6,2018-11-14,Shipped,28,64.43,CUS10036,S72_3212
10185,7,2018-11-14,Shipped,30,105.69,CUS10036,S24_2011
10185,8,2018-11-14,Shipped,47,77.24,CUS10036,S18_4522
10185,9,2018-11-14,Shipped,28,122.93,CUS10036,S18_3140
10185,10,2018-11-14,Shipped,30,94.4,CUS10036,S700_1938
10185,11,2018-11-14,Shipped,49,80.67,CUS10036,S18_3259
10185,12,2018-11-14,Shipped,43,183.4,CUS10036,S12_3891
10185,13,2018-11-14,Shipped,21,184.94,CUS10036,S12_1108
10185,14,2018-11-14,Shipped,33,122.37,CUS10036,S12_3148
10185,15,2018-11-14,Shipped,20,48.62,CUS10036,S50_1514
10185,16,2018-11-14,Shipped,39,130.69,CUS10036,S18_4027
10186,1,2018-11-14,Shipped,32,187.65,CUS10057,S18_1662
10186,2,2018-11-14,Shipped,22,69.2,CUS10057,S24_2841
10186,3,2018-11-14,Shipped,21,69.04,CUS10057,S24_3420
10186,4,2018-11-14,Shipped,28,52.14,CUS10057,S72_1253
10186,5,2018-11-14,Shipped,24,99.57,CUS10057,S700_2047
10186,6,2018-11-14,Shipped,46,106.93,CUS10057,S18_3856
10186,7,2018-11-14,Shipped,32,89.46,CUS10057,S18_3029
10186,8,2018-11-14,Shipped,36,85.54,CUS10057,S24_3816
10186,9,2018-11-14,Shipped,26,148.24,CUS10057,S10_4757
10188,1,2018-11-18,Shipped,48,114.84,CUS10054,S10_1678
10188,2,2018-11-18,Shipped,25,101.43,CUS10054,S24_1578
10188,3,2018-11-18,Shipped,45,193.66,CUS10054,S10_4698
10188,4,2018-11-18,Shipped,38,96.34,CUS10054,S10_2016
10188,5,2018-11-18,Shipped,32,65.42,CUS10054,S18_2625
10188,6,2018-11-18,Shipped,40,91.4,CUS10054,S24_2000
10188,7,2018-11-18,Shipped,44,98.89,CUS10054,S32_1374
10188,8,2018-11-18,Shipped,29,136.45,CUS10054,S700_2834
10189,1,2018-11-18,Shipped,28,161.16,CUS10037,S12_2823
10190,1,2018-11-19,Shipped,46,32.99,CUS1006,S32_2206
10190,2,2018-11-19,Shipped,40,66.72,CUS1006,S50_4713
10190,3,2018-11-19,Shipped,42,76.19,CUS1006,S24_2360
10190,4,2018-11-19,Shipped,42,85.72,CUS1006,S32_4485
10191,1,2018-11-20,Shipped,40,139.75,CUS10058,S12_3380
10191,2,2018-11-20,Shipped,48,60.01,CUS10058,S24_3371
10191,3,2018-11-20,Shipped,21,182.9,CUS10058,S12_1099
10191,4,2018-11-20,Shipped,30,64.64,CUS10058,S12_3990
10191,5,2018-11-20,Shipped,23,148.46,CUS10058,S18_3482
10191,6,2018-11-20,Shipped,36,94.88,CUS10058,S18_3278
10191,7,2018-11-20,Shipped,44,66.29,CUS10058,S24_4620
10191,8,2018-11-20,Shipped,32,132.43,CUS10058,S18_4721
10191,9,2018-11-20,Shipped,43,72.74,CUS10058,S18_3782
10192,1,2018-11-20,Shipped,23,132.71,CUS1002,S24_2887
10192,2,2018-11-20,Shipped,46,83.6,CUS1002,S24_2766
10192,3,2018-11-20,Shipped,32,72.77,CUS1002,S24_3191
10192,4,2018-11-20,Shipped,37,69.82,CUS1002,S24_1046
10192,5,2018-11-20,Shipped,46,121,CUS1002,S24_3432
10192,6,2018-11-20,Shipped,47,53.83,CUS1002,S24_1628
10192,7,2018-11-20,Shipped,29,146.84,CUS1002,S18_1589
10192,8,2018-11-20,Shipped,38,130.68,CUS1002,S18_2870
10192,9,2018-11-20,Shipped,45,118.68,CUS1002,S18_3685
